area,name,abbrev,year,alldeaths_inpatient_age75,estimated_potential,eligible,donors,organs,potential_pct,eligible_per_100potential,donors_per_100potential,organs_per_100potential,tx_per_100potential,organ_potential,organ_share,conversion_rate,collabrate,alldonors,allorgans,alltx,dcdorgans,dbdorgans,dbddonors,dcddonors,dbddonor_pct,dcddonor_pct,dbdorgan_pct,dcdorgan_pct,dbdtx,dcdtx,dbdtx_pct,dcdtx_pct,seq
 HIOP-OP1 Legacy of Life Hawaii,Legacy of Life Hawaii,HIOP,2001,1802,108,,26,75,6,,24,69,60,304,25,,,26,75,26,0,75,26,0,100,0,100,0,26,0,100,0,273
 HIOP-OP1 Legacy of Life Hawaii,Legacy of Life Hawaii,HIOP,2002,1863,112,,25,80,6,,22,71,67,314,25,,,25,80,25,0,80,25,0,100,0,100,0,25,0,100,0,274
 HIOP-OP1 Legacy of Life Hawaii,Legacy of Life Hawaii,HIOP,2003,1813,104,,29,82,6,,28,79,68,286,29,,,29,82,29,0,82,29,0,100,0,100,0,29,0,100,0,275
 HIOP-OP1 Legacy of Life Hawaii,Legacy of Life Hawaii,HIOP,2004,1824,103,,24,65,6,,23,63,56,285,23,,,24,65,24,2,63,23,1,96,4,97,3,23,1,96,4,276
 HIOP-OP1 Legacy of Life Hawaii,Legacy of Life Hawaii,HIOP,2005,1919,119,,25,74,6,,21,62,55,326,23,,,25,74,25,3,71,24,1,96,4,96,4,24,1,96,4,277
 HIOP-OP1 Legacy of Life Hawaii,Legacy of Life Hawaii,HIOP,2006,1920,120,,26,82,6,,22,68,59,334,25,,,26,82,26,4,78,24,2,92,8,95,5,24,2,92,8,278
 HIOP-OP1 Legacy of Life Hawaii,Legacy of Life Hawaii,HIOP,2007,1864,116,,21,59,6,,18,51,46,319,18,,,21,59,21,4,55,19,2,90,10,93,7,19,2,90,10,279
 HIOP-OP1 Legacy of Life Hawaii,Legacy of Life Hawaii,HIOP,2008,1803,113,70,37,110,6,62,33,97,84,313,35,,,37,110,37,4,106,35,2,95,5,96,4,35,2,95,5,280
 HIOP-OP1 Legacy of Life Hawaii,Legacy of Life Hawaii,HIOP,2009,1777,124,62,31,89,7,50,25,72,61,341,26,,,31,89,31,0,89,31,0,100,0,100,0,31,0,100,0,281
 HIOP-OP1 Legacy of Life Hawaii,Legacy of Life Hawaii,HIOP,2010,1692,127,61,34,101,7,48,27,80,71,347,29,,,34,101,34,2,99,33,1,97,3,98,2,33,1,97,3,282
 HIOP-OP1 Legacy of Life Hawaii,Legacy of Life Hawaii,HIOP,2011,1732,139,65,47,137,8,47,34,98,77,380,36,62,65,47,137,47,10,127,42,5,89,11,93,7,42,5,89,11,283
 HIOP-OP1 Legacy of Life Hawaii,Legacy of Life Hawaii,HIOP,2012,1688,134,75,57,156,8,56,43,116,87,367,42,63,67,57,156,57,20,136,47,10,82,18,87,13,47,10,82,18,284
 HIOP-OP1 Legacy of Life Hawaii,Legacy of Life Hawaii,HIOP,2013,1704,125,61,41,116,7,49,33,93,67,346,33,54,59,41,116,41,10,106,36,5,88,12,91,9,36,5,88,12,285
 HIOP-OP1 Legacy of Life Hawaii,Legacy of Life Hawaii,HIOP,2014,1682,131,55,47,133,8,42,36,102,90,360,37,76,78,47,133,47,12,121,41,6,87,13,91,9,41,6,87,13,286
 HIOP-OP1 Legacy of Life Hawaii,Legacy of Life Hawaii,HIOP,2015,1687,139,46,40,129,8,33,29,93,77,381,34,67,73,40,129,40,16,113,32,8,80,20,88,12,32,8,80,20,287
 HIOP-OP1 Legacy of Life Hawaii,Legacy of Life Hawaii,HIOP,2016,1661,146,45,39,113,9,31,27,77,69,397,28,67,72,39,113,39,19,94,30,9,77,23,83,17,30,9,77,23,288
 IAOP-OP1 Iowa Donor Network,Iowa Donor Network,IAOP,1999,4451,211,,52,216,5,,25,103,91,601,36,,,52,216,52,0,216,52,0,100,0,100,0,52,0,100,0,289
 IAOP-OP1 Iowa Donor Network,Iowa Donor Network,IAOP,2000,4447,204,,60,215,5,,29,106,88,578,37,,,60,215,60,0,215,60,0,100,0,100,0,60,0,100,0,290
 IAOP-OP1 Iowa Donor Network,Iowa Donor Network,IAOP,2001,4250,215,,55,229,5,,26,107,92,609,38,,,55,229,55,6,223,53,2,96,4,97,3,53,2,96,4,291
 IAOP-OP1 Iowa Donor Network,Iowa Donor Network,IAOP,2002,3969,205,,51,193,5,,25,94,86,579,33,,,51,193,51,18,175,45,6,88,12,91,9,45,6,88,12,292
 IAOP-OP1 Iowa Donor Network,Iowa Donor Network,IAOP,2003,3945,190,,47,204,5,,25,107,96,532,38,,,47,204,47,10,194,44,3,94,6,95,5,44,3,94,6,293
 IAOP-OP1 Iowa Donor Network,Iowa Donor Network,IAOP,2004,3594,184,,39,144,5,,21,78,62,517,28,,,39,144,39,20,124,33,6,85,15,86,14,33,6,85,15,294
 IAOP-OP1 Iowa Donor Network,Iowa Donor Network,IAOP,2005,3709,212,,52,204,6,,25,96,84,588,35,,,52,204,52,6,198,50,2,96,4,97,3,50,2,96,4,295
 IAOP-OP1 Iowa Donor Network,Iowa Donor Network,IAOP,2006,3491,194,,45,181,6,,23,93,80,538,34,,,45,181,45,13,168,41,4,91,9,93,7,41,4,91,9,296
 IAOP-OP1 Iowa Donor Network,Iowa Donor Network,IAOP,2007,3545,202,,55,201,6,,27,99,87,560,36,,,55,201,55,19,182,48,7,87,13,91,9,48,7,87,13,297
 IAOP-OP1 Iowa Donor Network,Iowa Donor Network,IAOP,2008,3571,215,57,52,202,6,27,24,94,84,594,34,,,52,202,52,15,187,46,6,88,12,93,7,46,6,88,12,298
 IAOP-OP1 Iowa Donor Network,Iowa Donor Network,IAOP,2009,3405,208,57,55,214,6,27,26,103,92,583,37,,,55,214,55,11,203,51,4,93,7,95,5,51,4,93,7,299
 IAOP-OP1 Iowa Donor Network,Iowa Donor Network,IAOP,2010,3327,216,71,66,264,6,33,31,122,113,597,44,,,66,264,66,21,243,58,8,88,12,92,8,58,8,88,12,300
 IAOP-OP1 Iowa Donor Network,Iowa Donor Network,IAOP,2011,3334,213,48,50,185,6,23,23,87,82,586,32,83,86,50,185,50,28,157,40,10,80,20,85,15,40,10,80,20,301
 IAOP-OP1 Iowa Donor Network,Iowa Donor Network,IAOP,2012,3299,199,56,60,213,6,28,30,107,95,548,39,82,86,60,213,60,26,187,48,12,80,20,88,12,48,12,80,20,302
 IAOP-OP1 Iowa Donor Network,Iowa Donor Network,IAOP,2013,3370,215,55,67,239,6,26,31,111,95,592,40,85,89,67,239,67,35,204,51,16,76,24,85,15,51,16,76,24,303
 IAOP-OP1 Iowa Donor Network,Iowa Donor Network,IAOP,2014,3501,220,59,60,216,6,27,27,98,89,605,36,92,92,60,216,60,13,203,54,6,90,10,94,6,54,6,90,10,304
 IAOP-OP1 Iowa Donor Network,Iowa Donor Network,IAOP,2015,3640,236,56,61,238,6,24,26,101,91,653,36,89,91,61,238,61,24,214,51,10,84,16,90,10,51,10,84,16,305
 IAOP-OP1 Iowa Donor Network,Iowa Donor Network,IAOP,2016,3638,238,57,55,189,7,24,23,79,72,659,29,77,81,55,189,55,25,164,45,10,82,18,87,13,45,10,82,18,306
 ILIP-OP1 Gift of Hope,Gift of Hope,ILIP,1999,21524,1087,,273,1008,5,,25,93,78,3047,33,,,273,1008,273,21,987,263,10,96,4,98,2,263,10,96,4,307
 ILIP-OP1 Gift of Hope,Gift of Hope,ILIP,2000,20865,1094,,287,966,5,,26,88,78,3056,32,,,287,966,287,14,908,266,7,93,2,94,1,266,7,93,2,308
 ILIP-OP1 Gift of Hope,Gift of Hope,ILIP,2001,20069,1065,,249,825,5,,23,77,72,2965,28,,,249,825,249,8,817,245,4,98,2,99,1,245,4,98,2,309
 ILIP-OP1 Gift of Hope,Gift of Hope,ILIP,2002,19786,1047,,289,992,5,,28,95,87,2913,34,,,289,992,289,26,965,276,12,96,4,97,3,276,12,96,4,310
 ILIP-OP1 Gift of Hope,Gift of Hope,ILIP,2003,19315,1019,,309,1072,5,,30,105,95,2821,38,,,309,1072,309,78,994,278,31,90,10,93,7,278,31,90,10,311
 ILIP-OP1 Gift of Hope,Gift of Hope,ILIP,2004,18402,979,,303,1106,5,,31,113,98,2708,41,,,303,1106,303,96,1010,267,36,88,12,91,9,267,36,88,12,312
 ILIP-OP1 Gift of Hope,Gift of Hope,ILIP,2005,18257,917,,310,1045,5,,34,114,98,2538,41,,,310,1045,310,135,910,259,51,84,16,87,13,259,51,84,16,313
 ILIP-OP1 Gift of Hope,Gift of Hope,ILIP,2006,18100,957,,305,1100,5,,32,115,102,2649,42,,,305,1100,305,72,1028,279,26,91,9,93,7,279,26,91,9,314
 ILIP-OP1 Gift of Hope,Gift of Hope,ILIP,2007,17472,941,,268,975,5,,28,104,85,2592,38,,,268,975,268,86,889,236,32,88,12,91,9,236,32,88,12,315
 ILIP-OP1 Gift of Hope,Gift of Hope,ILIP,2008,17177,925,308,274,984,5,33,30,106,91,2556,38,,,274,984,274,89,895,239,35,87,13,91,9,239,35,87,13,316
 ILIP-OP1 Gift of Hope,Gift of Hope,ILIP,2009,16636,934,276,285,1017,6,30,31,109,97,2574,40,,,285,1017,285,140,877,229,56,80,20,86,14,229,56,80,20,317
 ILIP-OP1 Gift of Hope,Gift of Hope,ILIP,2010,16336,907,272,259,942,6,30,29,104,88,2499,38,,,259,942,259,108,834,218,41,84,16,89,11,218,41,84,16,318
 ILIP-OP1 Gift of Hope,Gift of Hope,ILIP,2011,16201,901,305,287,985,6,34,32,109,96,2484,40,78,81,287,985,287,95,890,249,38,87,13,90,10,249,38,87,13,319
 ILIP-OP1 Gift of Hope,Gift of Hope,ILIP,2012,15968,885,291,270,925,6,33,30,104,91,2440,38,77,80,270,925,270,78,847,233,37,86,14,92,8,233,37,86,14,320
 ILIP-OP1 Gift of Hope,Gift of Hope,ILIP,2013,15515,931,322,323,1047,6,35,35,112,99,2559,41,76,81,323,1047,323,134,913,265,58,82,18,87,13,265,58,82,18,321
 ILIP-OP1 Gift of Hope,Gift of Hope,ILIP,2014,16037,949,355,336,1187,6,37,35,125,108,2615,45,75,79,336,1187,336,136,1051,278,58,83,17,89,11,278,58,83,17,322
 ILIP-OP1 Gift of Hope,Gift of Hope,ILIP,2015,16235,936,397,379,1347,6,42,40,144,115,2588,52,72,77,379,1347,379,191,1156,306,73,81,19,86,14,306,73,81,19,323
 ILIP-OP1 Gift of Hope,Gift of Hope,ILIP,2016,16488,985,441,392,1463,6,45,40,149,126,2712,54,67,73,392,1463,392,208,1255,309,83,79,21,86,14,309,83,79,21,324
 INOP-OP1 Indiana Donor Network,Indiana Donor Network,INOP,1999,9830,471,,84,315,5,,18,67,63,1322,24,,,84,315,84,0,315,84,0,100,0,100,0,84,0,100,0,325
 INOP-OP1 Indiana Donor Network,Indiana Donor Network,INOP,2000,9691,491,,83,335,5,,17,68,64,1379,24,,,83,335,83,0,335,83,0,100,0,100,0,83,0,100,0,326
 INOP-OP1 Indiana Donor Network,Indiana Donor Network,INOP,2001,9264,471,,100,409,5,,21,87,79,1316,31,,,100,409,100,0,409,100,0,100,0,100,0,100,0,100,0,327
 INOP-OP1 Indiana Donor Network,Indiana Donor Network,INOP,2002,9017,483,,130,498,5,,27,103,92,1338,37,,,130,498,130,0,498,130,0,100,0,100,0,130,0,100,0,328
 INOP-OP1 Indiana Donor Network,Indiana Donor Network,INOP,2003,9042,497,,156,591,5,,31,119,102,1380,43,,,156,591,156,0,591,156,0,100,0,100,0,156,0,100,0,329
 INOP-OP1 Indiana Donor Network,Indiana Donor Network,INOP,2004,8680,482,,161,613,6,,33,127,109,1337,46,,,161,613,161,3,610,160,1,99,1,100,0,160,1,99,1,330
 INOP-OP1 Indiana Donor Network,Indiana Donor Network,INOP,2005,8758,500,,170,652,6,,34,130,115,1381,47,,,170,652,170,24,628,162,8,95,5,96,4,162,8,95,5,331
 INOP-OP1 Indiana Donor Network,Indiana Donor Network,INOP,2006,8855,484,,141,541,5,,29,112,93,1335,41,,,141,541,141,22,519,134,7,95,5,96,4,134,7,95,5,332
 INOP-OP1 Indiana Donor Network,Indiana Donor Network,INOP,2007,8331,482,,128,498,6,,27,103,89,1322,38,,,128,498,128,15,483,122,6,95,5,97,3,122,6,95,5,333
 INOP-OP1 Indiana Donor Network,Indiana Donor Network,INOP,2008,8750,501,175,138,542,6,35,28,108,88,1379,39,,,138,542,138,33,509,129,9,93,7,94,6,129,9,93,7,334
 INOP-OP1 Indiana Donor Network,Indiana Donor Network,INOP,2009,8738,523,152,145,588,6,29,28,112,93,1443,41,,,145,588,145,43,545,130,15,90,10,93,7,130,15,90,10,335
 INOP-OP1 Indiana Donor Network,Indiana Donor Network,INOP,2010,8742,531,191,150,633,6,36,28,119,99,1458,43,,,150,633,150,15,618,144,6,96,4,98,2,144,6,96,4,336
 INOP-OP1 Indiana Donor Network,Indiana Donor Network,INOP,2011,8912,540,165,145,602,6,31,27,111,92,1483,41,76,78,145,602,145,54,548,127,18,88,12,91,9,127,18,88,12,337
 INOP-OP1 Indiana Donor Network,Indiana Donor Network,INOP,2012,8796,575,178,154,609,7,31,27,106,92,1575,39,76,78,154,609,154,45,564,138,16,90,10,93,7,138,16,90,10,338
 INOP-OP1 Indiana Donor Network,Indiana Donor Network,INOP,2013,9049,552,155,139,548,6,28,25,99,82,1523,36,75,79,139,548,139,54,494,119,20,86,14,90,10,119,20,86,14,339
 INOP-OP1 Indiana Donor Network,Indiana Donor Network,INOP,2014,9134,583,188,156,595,6,32,27,102,87,1603,37,73,76,156,595,156,53,542,138,18,88,12,91,9,138,18,88,12,340
 INOP-OP1 Indiana Donor Network,Indiana Donor Network,INOP,2015,9292,583,198,175,722,6,34,30,124,108,1605,45,80,81,175,722,175,62,660,158,17,90,10,91,9,158,17,90,10,341
 INOP-OP1 Indiana Donor Network,Indiana Donor Network,INOP,2016,9495,611,183,170,681,6,30,28,112,99,1679,41,79,82,170,681,170,78,603,147,23,86,14,89,11,147,23,86,14,342
 KYDA-OP1 KY Organ Donor Affiliates,KY Organ Donor Affiliates,KYDA,1999,9197,457,,85,326,5,,19,71,64,1297,25,,,85,326,85,2,324,84,1,99,1,99,1,84,1,99,1,343
 KYDA-OP1 KY Organ Donor Affiliates,KY Organ Donor Affiliates,KYDA,2000,8995,419,,84,313,5,,20,75,66,1191,26,,,84,313,84,2,311,83,1,99,1,99,1,83,1,99,1,344
 KYDA-OP1 KY Organ Donor Affiliates,KY Organ Donor Affiliates,KYDA,2001,8856,422,,70,264,5,,17,63,57,1190,22,,,70,264,70,2,262,69,1,99,1,99,1,69,1,99,1,345
 KYDA-OP1 KY Organ Donor Affiliates,KY Organ Donor Affiliates,KYDA,2002,9098,432,,89,352,5,,21,82,76,1215,29,,,89,352,89,0,352,89,0,100,0,100,0,89,0,100,0,346
 KYDA-OP1 KY Organ Donor Affiliates,KY Organ Donor Affiliates,KYDA,2003,8523,410,,93,327,5,,23,80,73,1153,28,,,93,327,93,3,324,92,1,99,1,99,1,92,1,99,1,347
 KYDA-OP1 KY Organ Donor Affiliates,KY Organ Donor Affiliates,KYDA,2004,8225,403,,80,293,5,,20,73,65,1129,26,,,80,293,80,0,293,80,0,100,0,100,0,80,0,100,0,348
 KYDA-OP1 KY Organ Donor Affiliates,KY Organ Donor Affiliates,KYDA,2005,8344,404,,87,336,5,,22,83,74,1129,30,,,87,336,87,6,330,85,2,98,2,98,2,85,2,98,2,349
 KYDA-OP1 KY Organ Donor Affiliates,KY Organ Donor Affiliates,KYDA,2006,8415,453,,110,366,5,,24,81,71,1259,29,,,110,366,110,5,361,108,2,98,2,99,1,108,2,98,2,350
 KYDA-OP1 KY Organ Donor Affiliates,KY Organ Donor Affiliates,KYDA,2007,8331,432,,101,370,5,,23,86,74,1195,31,,,101,370,101,3,367,100,1,99,1,99,1,100,1,99,1,351
 KYDA-OP1 KY Organ Donor Affiliates,KY Organ Donor Affiliates,KYDA,2008,8401,424,137,105,367,5,32,25,87,72,1177,31,,,105,367,105,13,354,100,5,95,5,96,4,100,5,95,5,352
 KYDA-OP1 KY Organ Donor Affiliates,KY Organ Donor Affiliates,KYDA,2009,8594,464,135,101,347,5,29,22,75,65,1294,27,,,101,347,101,15,332,95,6,94,6,96,4,95,6,94,6,353
 KYDA-OP1 KY Organ Donor Affiliates,KY Organ Donor Affiliates,KYDA,2010,8771,492,169,128,446,6,34,26,91,81,1365,33,,,128,446,128,11,435,123,5,96,4,98,2,123,5,96,4,354
 KYDA-OP1 KY Organ Donor Affiliates,KY Organ Donor Affiliates,KYDA,2011,8820,458,133,100,342,5,29,22,75,65,1275,27,71,72,100,342,100,6,336,97,3,97,3,98,2,97,3,97,3,355
 KYDA-OP1 KY Organ Donor Affiliates,KY Organ Donor Affiliates,KYDA,2012,8813,485,96,88,317,6,20,18,65,56,1345,24,85,86,88,317,88,11,306,83,5,94,6,97,3,83,5,94,6,356
 KYDA-OP1 KY Organ Donor Affiliates,KY Organ Donor Affiliates,KYDA,2013,8620,470,126,109,364,5,27,23,77,67,1298,28,82,83,109,364,109,7,357,106,3,97,3,98,2,106,3,97,3,357
 KYDA-OP1 KY Organ Donor Affiliates,KY Organ Donor Affiliates,KYDA,2014,8980,496,126,103,396,6,25,21,80,67,1375,29,79,80,103,396,103,6,390,101,2,98,2,98,2,101,2,98,2,358
 KYDA-OP1 KY Organ Donor Affiliates,KY Organ Donor Affiliates,KYDA,2015,9177,520,111,100,342,6,21,19,66,58,1433,24,82,83,100,342,100,13,329,94,6,94,6,96,4,94,6,94,6,359
 KYDA-OP1 KY Organ Donor Affiliates,KY Organ Donor Affiliates,KYDA,2016,9339,541,120,110,384,6,22,20,71,60,1489,26,79,81,110,384,110,36,348,97,13,88,12,91,9,97,13,88,12,360
 LAOP-OP1 Louisiana Organ Procurement Agency,Louisiana Organ Procurement Agency,LAOP,1999,10227,568,,90,349,6,,16,61,55,1587,22,,,90,349,90,0,349,90,0,100,0,100,0,90,0,100,0,361
 LAOP-OP1 Louisiana Organ Procurement Agency,Louisiana Organ Procurement Agency,LAOP,2000,10073,555,,100,386,6,,18,70,66,1547,25,,,100,386,100,0,386,100,0,100,0,100,0,100,0,100,0,362
 LAOP-OP1 Louisiana Organ Procurement Agency,Louisiana Organ Procurement Agency,LAOP,2001,9963,544,,117,435,5,,22,80,73,1518,29,,,117,435,117,3,432,116,1,99,1,99,1,116,1,99,1,363
 LAOP-OP1 Louisiana Organ Procurement Agency,Louisiana Organ Procurement Agency,LAOP,2002,9730,531,,111,414,5,,21,78,73,1472,28,,,111,414,111,0,414,111,0,100,0,100,0,111,0,100,0,364
 LAOP-OP1 Louisiana Organ Procurement Agency,Louisiana Organ Procurement Agency,LAOP,2003,9526,498,,119,430,5,,24,86,77,1378,31,,,119,430,119,5,425,117,2,98,2,99,1,117,2,98,2,365
 LAOP-OP1 Louisiana Organ Procurement Agency,Louisiana Organ Procurement Agency,LAOP,2004,9197,531,,159,520,6,,30,98,89,1464,36,,,159,520,159,17,503,151,8,95,5,97,3,151,8,95,5,366
 LAOP-OP1 Louisiana Organ Procurement Agency,Louisiana Organ Procurement Agency,LAOP,2005,9130,495,,159,531,5,,32,107,96,1362,39,,,159,531,159,45,486,140,19,88,12,92,8,140,19,88,12,367
 LAOP-OP1 Louisiana Organ Procurement Agency,Louisiana Organ Procurement Agency,LAOP,2006,8373,446,,133,441,5,,30,99,90,1229,36,,,133,441,133,26,415,122,11,92,8,94,6,122,11,92,8,368
 LAOP-OP1 Louisiana Organ Procurement Agency,Louisiana Organ Procurement Agency,LAOP,2007,8131,498,,160,516,6,,32,104,92,1372,38,,,160,516,160,38,478,146,14,91,9,93,7,146,14,91,9,369
 LAOP-OP1 Louisiana Organ Procurement Agency,Louisiana Organ Procurement Agency,LAOP,2008,7978,468,253,151,488,6,54,32,104,94,1282,38,,,151,488,151,32,456,139,12,92,8,93,7,139,12,92,8,370
 LAOP-OP1 Louisiana Organ Procurement Agency,Louisiana Organ Procurement Agency,LAOP,2009,7809,449,211,152,534,6,47,34,119,109,1237,43,,,152,534,152,36,498,139,13,91,9,93,7,139,13,91,9,371
 LAOP-OP1 Louisiana Organ Procurement Agency,Louisiana Organ Procurement Agency,LAOP,2010,7509,426,165,161,583,6,39,38,137,123,1176,50,,,161,583,161,36,547,146,15,91,9,94,6,146,15,91,9,372
 LAOP-OP1 Louisiana Organ Procurement Agency,Louisiana Organ Procurement Agency,LAOP,2011,6962,429,155,144,571,6,36,34,133,120,1175,49,81,83,144,571,144,34,537,132,12,92,8,94,6,132,12,92,8,373
 LAOP-OP1 Louisiana Organ Procurement Agency,Louisiana Organ Procurement Agency,LAOP,2012,7460,463,185,170,618,6,40,37,133,120,1275,48,80,82,170,618,170,32,586,157,13,92,8,95,5,157,13,92,8,374
 LAOP-OP1 Louisiana Organ Procurement Agency,Louisiana Organ Procurement Agency,LAOP,2013,8161,495,191,150,543,6,39,30,110,100,1359,40,74,75,150,543,150,11,532,145,5,97,3,98,2,145,5,97,3,375
 LAOP-OP1 Louisiana Organ Procurement Agency,Louisiana Organ Procurement Agency,LAOP,2014,7984,497,190,163,585,6,38,33,118,109,1362,43,78,80,163,585,163,36,549,150,13,92,8,94,6,150,13,92,8,376
 LAOP-OP1 Louisiana Organ Procurement Agency,Louisiana Organ Procurement Agency,LAOP,2015,7800,499,229,181,680,6,46,36,136,123,1369,50,71,73,181,680,181,38,642,167,14,92,8,94,6,167,14,92,8,377
 LAOP-OP1 Louisiana Organ Procurement Agency,Louisiana Organ Procurement Agency,LAOP,2016,7696,538,218,178,651,7,41,33,121,108,1479,44,76,77,178,651,178,31,620,167,11,94,6,95,5,167,11,94,6,378
 MAOB-OP1 New England Organ Bank,New England Organ Bank,MAOB,1999,18008,804,,174,644,4,,22,80,68,2265,28,,,174,644,174,8,636,170,4,98,2,99,1,170,4,98,2,379
 MAOB-OP1 New England Organ Bank,New England Organ Bank,MAOB,2000,17736,755,,178,675,4,,24,89,76,2135,32,,,178,675,178,6,669,175,3,98,2,99,1,175,3,98,2,380
 MAOB-OP1 New England Organ Bank,New England Organ Bank,MAOB,2001,17764,824,,215,771,5,,26,94,77,2324,33,,,215,771,215,24,747,203,12,94,6,97,3,203,12,94,6,381
 MAOB-OP1 New England Organ Bank,New England Organ Bank,MAOB,2002,17728,824,,195,732,5,,24,89,75,2306,32,,,195,732,195,25,707,183,12,94,6,97,3,183,12,94,6,382
 MAOB-OP1 New England Organ Bank,New England Organ Bank,MAOB,2003,17133,753,,200,743,4,,27,99,85,2106,35,,,200,743,200,46,697,179,21,90,11,94,6,179,21,90,11,383
 MAOB-OP1 New England Organ Bank,New England Organ Bank,MAOB,2004,16010,775,,195,691,5,,25,89,73,2164,32,,,195,691,195,91,600,157,38,81,19,87,13,157,38,81,19,384
 MAOB-OP1 New England Organ Bank,New England Organ Bank,MAOB,2005,15837,754,,208,750,5,,28,99,86,2097,36,,,208,750,208,140,610,158,50,76,24,81,19,158,50,76,24,385
 MAOB-OP1 New England Organ Bank,New England Organ Bank,MAOB,2006,15490,734,,229,805,5,,31,110,95,2041,39,,,229,805,229,145,660,178,51,78,22,82,18,178,51,78,22,386
 MAOB-OP1 New England Organ Bank,New England Organ Bank,MAOB,2007,15204,774,,223,789,5,,29,102,90,2150,37,,,223,789,223,136,653,167,56,75,25,83,17,167,56,75,25,387
 MAOB-OP1 New England Organ Bank,New England Organ Bank,MAOB,2008,14990,742,208,192,687,5,28,26,93,80,2052,33,,,192,687,192,105,582,147,45,77,23,85,15,147,45,77,23,388
 MAOB-OP1 New England Organ Bank,New England Organ Bank,MAOB,2009,14853,803,215,215,763,5,27,27,95,83,2226,34,,,215,763,215,161,602,152,63,71,29,79,21,152,63,71,29,389
 MAOB-OP1 New England Organ Bank,New England Organ Bank,MAOB,2010,14538,824,202,226,759,6,25,27,92,80,2287,33,,,226,759,226,171,588,154,72,68,32,77,23,154,72,68,32,390
 MAOB-OP1 New England Organ Bank,New England Organ Bank,MAOB,2011,14536,802,233,229,769,6,29,29,96,84,2230,34,72,78,229,769,229,117,652,177,52,77,23,85,15,177,52,77,23,391
 MAOB-OP1 New England Organ Bank,New England Organ Bank,MAOB,2012,14152,828,202,217,732,6,24,26,88,77,2288,32,72,79,217,732,217,169,563,150,67,69,31,77,23,150,67,69,31,392
 MAOB-OP1 New England Organ Bank,New England Organ Bank,MAOB,2013,14480,846,219,248,782,6,26,29,92,80,2348,33,72,79,248,782,248,179,603,170,78,69,31,77,23,170,78,69,31,393
 MAOB-OP1 New England Organ Bank,New England Organ Bank,MAOB,2014,14904,870,210,267,874,6,24,31,100,87,2402,36,82,88,267,874,267,209,665,180,87,67,33,76,24,180,87,67,33,394
 MAOB-OP1 New England Organ Bank,New England Organ Bank,MAOB,2015,15042,936,245,282,867,6,26,30,93,77,2583,34,75,82,282,867,282,185,682,197,85,70,30,79,21,197,85,70,30,395
 MAOB-OP1 New England Organ Bank,New England Organ Bank,MAOB,2016,15057,1009,323,338,1179,7,32,34,117,102,2777,42,76,82,338,1179,338,211,968,253,85,75,25,82,18,253,85,75,25,396
 MDPC-OP1 The Living Legacy Foundation of MD,The Living Legacy Foundation of MD,MDPC,1999,6320,312,,77,317,5,,25,102,86,881,36,,,77,317,77,0,317,77,0,100,0,100,0,77,0,100,0,397
 MDPC-OP1 The Living Legacy Foundation of MD,The Living Legacy Foundation of MD,MDPC,2000,6303,336,,83,293,5,,25,87,77,936,31,,,83,293,83,10,283,78,5,94,6,97,3,78,5,94,6,398
 MDPC-OP1 The Living Legacy Foundation of MD,The Living Legacy Foundation of MD,MDPC,2001,6259,302,,72,279,5,,24,92,73,840,33,,,72,279,72,29,250,61,11,85,15,90,10,61,11,85,15,399
 MDPC-OP1 The Living Legacy Foundation of MD,The Living Legacy Foundation of MD,MDPC,2002,6202,307,,82,297,5,,27,97,77,850,35,,,82,297,82,46,251,64,18,78,22,85,15,64,18,78,22,400
 MDPC-OP1 The Living Legacy Foundation of MD,The Living Legacy Foundation of MD,MDPC,2003,6113,305,,75,250,5,,25,82,59,843,30,,,75,250,75,39,211,62,13,83,17,84,16,62,13,83,17,401
 MDPC-OP1 The Living Legacy Foundation of MD,The Living Legacy Foundation of MD,MDPC,2004,5840,307,,100,349,5,,33,114,91,847,41,,,100,349,100,29,320,89,11,89,11,92,8,89,11,89,11,402
 MDPC-OP1 The Living Legacy Foundation of MD,The Living Legacy Foundation of MD,MDPC,2005,5987,316,,102,369,5,,32,117,95,868,43,,,102,369,102,55,314,80,22,78,22,85,15,80,22,78,22,403
 MDPC-OP1 The Living Legacy Foundation of MD,The Living Legacy Foundation of MD,MDPC,2006,5850,329,,132,515,6,,40,156,132,900,57,,,132,515,132,65,450,109,23,83,17,87,13,109,23,83,17,404
 MDPC-OP1 The Living Legacy Foundation of MD,The Living Legacy Foundation of MD,MDPC,2007,5873,351,,119,430,6,,34,122,102,958,45,,,119,430,119,84,346,86,33,72,28,80,20,86,33,72,28,405
 MDPC-OP1 The Living Legacy Foundation of MD,The Living Legacy Foundation of MD,MDPC,2008,5682,333,143,119,424,6,43,36,127,105,913,46,,,119,424,119,49,375,100,19,84,16,88,12,100,19,84,16,406
 MDPC-OP1 The Living Legacy Foundation of MD,The Living Legacy Foundation of MD,MDPC,2009,5450,344,142,120,445,6,41,35,129,110,940,47,,,120,445,120,49,396,102,18,85,15,89,11,102,18,85,15,407
 MDPC-OP1 The Living Legacy Foundation of MD,The Living Legacy Foundation of MD,MDPC,2010,5016,323,133,120,469,6,41,37,145,119,887,53,,,120,469,120,35,434,107,13,89,11,93,7,107,13,89,11,408
